rowname,logFC,AveExpr,t,P.Value,adj.P.Val,B
ARHGEF10L,-0.9560780219780214,10.034735606060606,-7.733312545263231,2.2317385607749508e-13,2.0051462867706667e-12,19.450596436204588
HIF3A,-1.2645947333154628,6.35850946969697,-3.2681184819635574,0.0012266577232505624,0.002687650273034584,-2.269407562787138
RNF17,-0.280200388635755,0.7750132575757576,-1.4113110800185746,0.15933400541548567,0.21906825148539516,-6.515299725165099
RNF10,0.1339039533637096,11.761850378787878,2.3426623073976334,0.019892134473091926,0.03426915505014494,-4.790260620280662
RNF11,-0.14094246850710068,11.032403409090909,-1.898669151368392,0.05870175590776536,0.090394135031262,-5.716565617930397
RNF13,0.17911006432591728,9.930270075757576,2.289983349693288,0.022813873386754564,0.03880116151355076,-4.909937043953768
GTF2IP1,0.13271364245510722,11.994915151515151,1.673476227130017,0.09542170550592209,0.13909454800032522,-6.114260314399007
REM1,-0.7862899892790124,4.985935227272727,-3.2588246583565086,0.00126592398557824,0.0027658228341886693,-2.2985790118824143
MTVR2,0.008554717233986231,0.15976098484848486,0.19022175138170963,0.8492820107663352,0.8943708479627014,-7.490165291958354
RTN4RL2,0.7590348700080407,5.530932575757576,3.7040724796415967,2.5853288320275183e-4,6.387099990556553e-4,-0.8159278255976181
C16orf13,0.23256782363977482,9.57612840909091,2.2028772067992746,0.028470336415465196,0.04737748290585236,-5.102082342375143
C16orf11,0.5707679308496377,0.7536693181818181,3.0208971118085115,0.0027683511652255048,0.005687975322465934,-3.019152801927536
FGFR1OP2,-0.07024991959260232,9.038985984848486,-1.0083182300937303,0.3142278739435409,0.3923756893234833,-7.000474889351928
TSKS,1.7074420798713486,2.6993136363636365,6.689733616979191,1.3374879303090597e-10,8.341158107268535e-10,13.169223442019202
ATRX,-0.3059853792548908,10.005379924242424,-2.049274829736654,0.04142667156475805,0.0661499235610549,-5.423384665029417
PMM2,0.8960214151701952,9.873600757575758,10.173724259721249,1.0182397890520357e-20,2.053483582439911e-19,36.14799780868445
LOC100272146,-0.3706045966228894,4.800742803030303,-3.0360381685490423,0.0026375524385597393,0.005436095930492064,-2.9748101650927454
ASS1,-0.36352437684266936,9.713023863636364,-1.3861823652565852,0.16686452439768124,0.22786541744608194,-6.550217565113183
NCBP1,0.1352540069686419,9.946425,1.8729984855598454,0.062177082261517164,0.09514015792121543,-5.764368930248265
ZNF709,0.02979868667917547,6.387667424242424,0.2654780858984573,0.7908490248861486,0.8447078966189393,-7.473007232885644
ZNF708,-0.06866722058429392,6.903857575757576,-0.6521357250923171,0.514882770849497,0.5939842259800052,-7.295624633043784
RBM14,-0.15054222728491143,10.141882954545455,-3.3156030128140297,0.0010431036421953762,0.002317882646852589,-2.119169294711738
NCBP2,0.058862623961405194,10.56566856060606,0.9051228289335636,0.36622817353986037,0.4470073961220769,-7.098942465176438
DISC1,1.2437448003216287,7.256221590909091,9.89029868016119,8.12299106539083e-20,1.4889732729685156e-18,34.09187402430952
CAMK1,-1.1909696194049852,9.40808446969697,-11.968281930640792,1.2052382366174247e-26,4.426393738417841e-25,49.679167755788356
RPL37,0.5843408469579218,13.542394696969698,5.491511070951996,9.385395713811746e-8,3.9597651871055307e-7,6.776589549901674
SPR,0.08437227284910326,8.457557196969697,0.6207569316385391,0.5352967815959333,0.6131586746730185,-7.315581492474376
ZNF700,-0.9829253283302056,8.346883333333333,-9.298622599643016,5.6917677537387084e-18,8.752958201067841e-17,29.887634099366036
ZNF707,0.08570832216563967,7.871352651515151,1.2092895138322701,0.2276368763332834,0.29819965997462405,-6.778498603804215
CAMK4,-0.4567777807558293,4.384997727272728,-2.1691155720240474,0.030969370988988176,0.05115053792469246,-5.1746258812358255
ZNF704,-1.057547708389172,7.054509848484848,-4.713529001174161,3.9499303281152464e-6,1.3056201841282564e-5,3.163973945765422
LOC339240,0.001824202626641481,0.5229295454545454,0.01609054221894923,0.987174350209205,1,-7.508141829600893
GOLGA6B,-0.4326721656392376,1.3316147727272727,-3.0131310348677682,0.0028377275764239675,0.005814774778419346,-3.041816576795381
RNF115,-0.9387768560707577,9.022967803030303,-9.852428590636995,1.0699953276940423e-19,1.9303167027731713e-18,33.819127109448104
RNF112,-2.5081831680514597,6.776959090909091,-8.982444300125161,5.235394509639675e-17,7.315301683598449e-16,27.694321566238354
ZC3H14,-0.27673901098901055,9.827617803030304,-4.1668344869405525,4.1928250790654624e-5,1.1773861150761038e-4,0.9048694919117093
SPN,0.3187961136424551,6.172143181818182,1.312364799124778,0.19054048958652198,0.2557565381635369,-6.649213919919434
HMGCLL1,0.8797250603055466,1.5337015151515152,3.1642169799058526,0.001737620989370031,0.0037020920414867933,-2.5911646426264285
NACAP1,0.4532119807022246,7.463903787878788,4.129575261997729,4.8844464471547624e-5,1.3596974313232174e-4,0.7597025253937932
LRRTM1,-0.49875380595014784,1.3829950757575757,-1.7735874437023456,0.0772877967740907,0.11533898871644123,-5.943505314840504
GRIN1,0.20577327794157046,1.251873484848485,0.9759569985038479,0.32998200270890443,0.4087444500792692,-7.032488516182953
RBMY1A3P,-0.00669537657464484,0.016470833333333334,-0.32245239137093445,0.747366010116322,0.8054290912172226,-7.456250276000107
DHX8,0.05147105333690719,10.014476515151514,0.8850846113400632,0.3769189372673346,0.458366649810353,-7.116839154696528
DHX9,-0.12858280621817006,11.7107875,-2.0910751940458505,0.037480406215567266,0.06056545061570489,-5.338169905176844
LOC441204,0.858621844009648,4.43476893939394,3.835017254209977,1.5719057388133615e-4,4.0358170187827156e-4,-0.3472994125468185
TCOF1,-0.15782878584829713,10.704018181818181,-2.267686861078008,0.024159343802815286,0.04090650130076683,-4.959802768298047
LRRTM3,0.39593162690967565,1.633455303030303,1.311932099881772,0.19068625202345532,0.25586854601578674,-6.649778457985734
NUP98,-0.0674260922004806,10.807347348484848,-1.0421550486817641,0.29829619229596976,0.3757759604734773,-6.965893580003442
XPC,-0.1950808094344665,10.197229545454546,-2.3158595048171855,0.021334877926124755,0.03651563516659785,-4.851477897991256
SLC12A2,-0.011210573572769039,9.150661742424242,-0.0985274607800891,0.9215884693844623,0.9535916171797294,-7.503413575350561
GRINA,0.30861571964620726,11.996282196969696,3.408321241843397,7.56075507315081e-4,0.001722586856639509,-1.8200794952230117
LRRTM2,0.9441632806218171,3.5525772727272726,3.9920976772696575,8.499897363910658e-5,2.2831727447479501e-4,0.23401130661551406
NUP93,0.46129709193245927,9.803083712121213,7.1123410902620146,1.0774229595901172e-11,7.76940406054974e-11,15.639235168326344
HAP1,-1.9475439292414878,2.77949696969697,-7.256820370536694,4.4515436531910955e-12,3.3885869929556245e-11,16.50726352784745
KLRA1,-0.6329903109086027,4.636205681818182,-3.692572062465783,2.699044802002094e-4,6.650430843147262e-4,-0.8563865550707419
CAMKV,0.6927288394532284,1.1370325757575757,3.2620461223601604,0.001252183066750051,0.0027386085395098058,-2.2884761557754443
SPPL3,0.26009241490217094,10.39564393939394,4.360249524634767,1.865592989343082e-5,5.5572582807912766e-5,1.6766911250868954
GOLIM4,-0.08783307424282931,9.928710606060607,-0.4747826015920792,0.6353356807756275,0.7050890062340469,-7.395515926778964
ZNF646,0.030093915840257154,9.305963636363636,0.4105949156002351,0.6817036834245147,0.7469778298839286,-7.423933615834527
OPA3,-0.028191677834360968,9.138380681818182,-0.40177175249259617,0.6881780869046107,0.7524256337088809,-7.427518192517746
OPA1,-0.27331454033771135,10.289320075757576,-4.12247821426531,5.02796873825628e-5,1.3975656403520366e-4,0.7321812056699777
RHEB,-0.5480906995443576,9.999616666666666,-7.056819936965723,1.508646201883701e-11,1.0661792263226292e-10,15.308801449360779
RAB40C,-0.06609907531493026,9.171189015151516,-1.0067304112475257,0.3149890571858618,0.3931857082766305,-7.00206982846807
RAB40B,0.38793291342803526,8.009444696969696,3.4769466246651106,5.931462011504436e-4,0.0013789349483448318,-1.5938493986442337
RAB40A,-1.1618083891718032,3.097235606060606,-6.339144038077542,9.988847072921472e-10,5.512662107717145e-9,11.201920790085076
COL7A1,-1.496655923344946,9.064113257575757,-4.827623444399555,2.3453960555772557e-6,8.052003515217568e-6,3.6652354429959253
MDP1,0.1139214955775938,7.861491666666667,1.3026841702195289,0.19382134828806108,0.25958329182294304,-6.661800200460486
GTSE1,0.1377277673545982,8.352640151515152,0.7987051285244263,0.42518159993191906,0.5062944152784571,-7.189426070767404
FAM183A,0.1234502680246581,0.6030253787878788,0.9129226790677318,0.36211875541601457,0.4426593383595718,-7.0918685479802175
ARFRP1,0.5590077191101575,10.096548484848485,6.270121765696553,1.4710335306898865e-9,7.937008773998257e-9,10.823712990480207
OVCH1,0.2013431921736793,0.7472791666666667,1.7968743959660656,0.07350210311910475,0.11016193437255224,-5.902397150775519
FAM183B,0.11238872956311961,0.8311996212121212,0.9330839542246038,0.35163188050850436,0.4318360056732425,-7.073304280427124
PSAP,0.8485487000804067,15.224219696969698,8.338574315909108,4.2412930240211966e-15,4.686423346779073e-14,23.355772718594608
KIAA0831,-0.6279322433663892,9.01795,-7.631724685167431,4.2658915874945483e-13,3.684423823780525e-12,18.81300214811482
