gene	TCGA_3B_A9HX_01	TCGA_FX_A2QS_11	TCGA_DX_A3UB_01	TCGA_QQ_A5VD_01	TCGA_3B_A9I3_01	TCGA_K1_A3PO_11	TCGA_K1_A3PO_01	TCGA_DX_A6B9_01	TCGA_MO_A47P_01	TCGA_3B_A9HP_01	TCGA_MJ_A68H_01	TCGA_3B_A9I0_01	TCGA_MB_A5YA_01	TCGA_WK_A8XX_01	TCGA_DX_A3UD_01	TCGA_DX_A6BB_01	TCGA_DX_A48O_01	TCGA_FX_A3NJ_01	TCGA_PC_A5DL_01	TCGA_DX_A48J_01	TCGA_PC_A5DK_01	TCGA_DX_A6B7_01	TCGA_IE_A4EK_01	TCGA_DX_A48U_01	TCGA_DX_A6Z2_01	TCGA_X6_A8C5_01	TCGA_DX_A48P_01	TCGA_3B_A9HU_01	TCGA_3B_A9HQ_01	TCGA_PC_A5DO_01	TCGA_DX_A3U7_01	TCGA_X9_A971_01	TCGA_X6_A7WD_01	TCGA_DX_A3U9_01	TCGA_DX_A7EN_01	TCGA_DX_A48L_01	TCGA_DX_A3UE_01	TCGA_3B_A9HR_01	TCGA_DX_A48R_01	TCGA_IE_A3OV_01	TCGA_IF_A4AJ_01	TCGA_WK_A8XS_01	TCGA_X6_A7WB_01	TCGA_IF_A4AK_01	TCGA_3B_A9HY_01	TCGA_WK_A8XY_01	TCGA_DX_A6BA_01	TCGA_DX_A3UC_01	TCGA_K1_A3PN_02	TCGA_K1_A3PN_01	TCGA_PC_A5DP_01	TCGA_WK_A8XZ_01	TCGA_HS_A5N7_01	TCGA_3B_A9HZ_01	TCGA_DX_A7EM_01	TCGA_X6_A7WA_01	TCGA_HB_A5W3_01	TCGA_DX_A7EL_01	TCGA_K1_A42W_01	TCGA_IE_A4EI_01	TCGA_DX_A3UF_01	TCGA_IW_A3M6_01	TCGA_HS_A5N9_01	TCGA_IS_A3KA_01	TCGA_JV_A5VE_01	TCGA_IS_A3K6_01	TCGA_3B_A9I1_01	TCGA_3B_A9HV_01	TCGA_HB_A43Z_01	TCGA_FX_A48G_01	TCGA_KD_A5QU_01	TCGA_IE_A4EH_01	TCGA_HB_A3L4_01	TCGA_K1_A42X_02	TCGA_K1_A42X_01	TCGA_FX_A76Y_01	TCGA_IS_A3K8_01	TCGA_IW_A3M4_01	TCGA_X2_A95T_01	TCGA_KD_A5QT_01	TCGA_WP_A9GB_01	TCGA_HS_A5NA_01	TCGA_DX_A1KZ_01	TCGA_DX_A3LT_01	TCGA_DX_A3LY_01	TCGA_DX_A8BR_01	TCGA_IF_A3RQ_01	TCGA_DX_A3U5_01	TCGA_DX_A1L1_01	TCGA_DX_A23Y_01	TCGA_DX_A1L3_01	TCGA_DX_A23V_01	TCGA_DX_A6BF_01	TCGA_DX_AB2G_01	TCGA_3B_A9HO_01	TCGA_DX_A3LU_01	TCGA_DX_A6YS_01	TCGA_X6_A8C6_01	TCGA_K1_A6RU_01	TCGA_DX_A6YR_01	TCGA_IE_A4EJ_01	TCGA_DX_A8BT_01	TCGA_UE_A6QU_01	TCGA_DX_A6Z0_01	TCGA_DX_A7EU_01	TCGA_DX_A8BX_01	TCGA_DX_AB2V_01	TCGA_DX_A1KX_01	TCGA_QQ_A5V9_01	TCGA_DX_AB2T_01	TCGA_DX_A8BG_01	TCGA_DX_A6YU_01	TCGA_UE_A6QT_01	TCGA_MJ_A68J_01	TCGA_DX_A8BO_01	TCGA_DX_A23T_01	TCGA_DX_A8BK_01	TCGA_DX_A7ET_01	TCGA_MB_A5Y9_01	TCGA_DX_A3M2_01	TCGA_DX_A2J1_01	TCGA_DX_A8BL_01	TCGA_DX_AB37_01	TCGA_DX_AB2S_01	TCGA_DX_AB32_01	TCGA_VT_AB3D_01	TCGA_DX_A1L2_01	TCGA_DX_A8BN_01	TCGA_DX_A6YT_01	TCGA_DX_A6YV_01	TCGA_IE_A6BZ_01	TCGA_LI_A9QH_01	TCGA_MB_A8JK_01	TCGA_DX_A6YZ_01	TCGA_3B_A9HI_01	TCGA_DX_A8BV_01	TCGA_KD_A5QS_01	TCGA_IS_A3K7_01	TCGA_SI_A71O_01	TCGA_X6_A8C2_01	TCGA_VT_A80G_01	TCGA_SI_AA8B_01	TCGA_DX_AB2P_01	TCGA_SG_A6Z4_01	TCGA_QQ_A5V2_01	TCGA_QC_A7B5_01	TCGA_HB_A2OT_01	TCGA_MB_A5Y8_01	TCGA_Z4_AAPG_01	TCGA_DX_A8BZ_01	TCGA_WK_A8Y0_01	TCGA_QQ_A5VB_01	TCGA_X6_A7WC_01	TCGA_K1_A6RV_01	TCGA_3B_A9HT_01	TCGA_DX_A3U8_01	TCGA_DX_AB2Z_01	TCGA_DX_A8BP_01	TCGA_DX_AB2W_01	TCGA_DX_A8BS_01	TCGA_DX_AB2Q_01	TCGA_DX_AB2E_01	TCGA_X6_A8C4_01	TCGA_3R_A8YX_01	TCGA_DX_AB2X_01	TCGA_DX_A6YX_01	TCGA_X6_A8C3_01	TCGA_QQ_A5VC_01	TCGA_QC_A6FX_01	TCGA_DX_A6YQ_01	TCGA_VT_A80J_02	TCGA_VT_A80J_01	TCGA_X6_A7W8_01	TCGA_DX_A8BQ_01	TCGA_DX_A8BH_01	TCGA_SG_A849_01	TCGA_PC_A5DM_01	TCGA_DX_A7EF_01	TCGA_DX_A6B8_01	TCGA_RN_A68Q_01	TCGA_RN_AAAQ_01	TCGA_QQ_A8VG_01	TCGA_SI_A71P_01	TCGA_MO_A47R_01	TCGA_Z4_A9VC_01	TCGA_WK_A8XQ_01	TCGA_DX_A240_01	TCGA_DX_AB2L_01	TCGA_Z4_A8JB_01	TCGA_QQ_A8VD_01	TCGA_DX_AATS_01	TCGA_JV_A5VF_01	TCGA_DX_A8BJ_01	TCGA_N1_A6IA_01	TCGA_KF_A41W_01	TCGA_DX_A3UA_01	TCGA_MB_A8JL_01	TCGA_FX_A3RE_01	TCGA_PT_A8TR_01	TCGA_PC_A5DN_01	TCGA_DX_A2IZ_01	TCGA_DX_AB2H_01	TCGA_DX_AB3B_01	TCGA_FX_A8OO_01	TCGA_DX_AB3C_01	TCGA_DX_A7ER_01	TCGA_X6_A8C7_01	TCGA_WK_A8XT_01	TCGA_MJ_A850_01	TCGA_DX_A7EO_01	TCGA_DX_AB2J_01	TCGA_DX_A7EI_01	TCGA_HS_A5N8_01	TCGA_QQ_A8VB_01	TCGA_DX_AB30_01	TCGA_SG_A6Z7_01	TCGA_SI_AA8C_01	TCGA_SI_A71Q_01	TCGA_QQ_A8VH_01	TCGA_IW_A3M5_01	TCGA_JV_A75J_01	TCGA_DX_AB2O_01	TCGA_QC_AA9N_01	TCGA_DX_A8BM_01	TCGA_FX_A2QS_01	TCGA_DX_A1KY_01	TCGA_HB_A3YV_01	TCGA_DX_A48N_01	TCGA_DX_A23Z_01	TCGA_DX_A2J0_01	TCGA_DX_A1KW_01	TCGA_DX_A1L0_01	TCGA_3B_A9HL_01	TCGA_DX_AB35_01	TCGA_DX_AB2F_01	TCGA_DX_A3M1_01	TCGA_DX_A23R_01	TCGA_DX_AB3A_01	TCGA_DX_A3LW_01	TCGA_QQ_A5VA_01	TCGA_Z4_AAPF_01	TCGA_K1_A6RT_01	TCGA_DX_A48K_01	TCGA_FX_A3TO_01	TCGA_DX_A8BU_01	TCGA_QQ_A8VF_01	TCGA_DX_AB36_01	TCGA_LI_A67I_01	TCGA_X9_A973_01	TCGA_DX_A1KU_01	TCGA_DX_A3LS_01	TCGA_DX_A2J4_01	TCGA_DX_A7ES_01	TCGA_3B_A9HJ_01	TCGA_DX_A6BE_01	TCGA_DX_A3U6_01	TCGA_3B_A9HS_01	TCGA_DX_A6BH_01	TCGA_FX_A3NK_01	TCGA_SI_A71O_06	TCGA_DX_A23U_01	TCGA_WK_A8XO_01	TCGA_DX_A1L4_01	TCGA_DX_A6BG_01
DCN	14.1028	13.5347	11.8604	14.6169	12.5237	15.5204	12.1524	11.0053	7.5063	13.6578	8.3121	4.0978	8.1469	6.2271	4.8291	11.703	6.428	11.7715	8.0589	9.4224	9.193	5.8299	6.2181	10.0365	13.8297	11.0292	9.1051	5.2444	8.5604	2.3491	11.6107	10.1144	12.4063	12.0526	2.3931	12.2446	10.5578	7.6977	6.8926	12.3533	9.2881	10.3829	8.4437	9.5994	10.5414	7.837	9.0026	2.6565	10.1284	8.5933	9.4847	9.9442	10.1782	8.0541	9.0334	9.8966	11.2695	9.8792	9.7308	6.5702	10.2884	12.7192	8.2125	10.3645	12.84	12.2641	5.6545	14.0124	8.8729	12.8129	10.4658	10.0967	9.7642	0.6224	4.2918	13.4849	13.3413	12.0209	12.2469	7.9248	6.3458	4.7996	17.2541	15.224	16.9378	16.1367	16.4491	19.1117	16.7979	15.588	16.419	17.5658	15.5323	17.0507	16.1849	16.4159	17.5764	15.7926	14.8583	16.9858	16.6474	15.832	15.031	17.7165	17.1267	16.9868	18.4473	16.9227	14.9286	15.3399	15.0806	16.1296	11.932	17.1965	16.6894	15.1948	14.9112	14.9095	15.0774	15.9091	15.2515	16.4218	17.2179	15.2558	15.5651	15.7766	17.6531	16.7169	14.2852	16.5305	16.0375	16.1945	14.0946	17.4504	15.1607	15.5744	15.0687	14.6379	15.946	14.967	14.9853	13.1992	15.5007	14.1743	15.9885	14.4076	14.7496	16.8936	14.2871	15.6244	14.956	15.5344	15.3005	14.5099	13.6081	10.6229	13.6447	15.3994	16.6395	14.0019	14.9202	12.7445	13.6453	13.9488	12.0651	12.0194	14.8547	12.9582	16.1935	15.0071	10.1101	12.8882	11.8055	12.4971	14.6446	12.9806	13.1756	13.5781	13.0761	10.858	8.3493	13.7057	12.1033	12.9574	8.1562	2.1126	17.0288	16.3211	16.1184	15.9172	15.7183	13.7836	14.4252	14.7332	12.4097	15.8652	15.0125	16.4278	14.2859	15.0463	12.257	10.65	10.5442	8.3191	8.7049	6.6164	9.7829	15.0918	5.9548	11.2658	14.5343	14.2447	15.5353	13.4752	14.5982	12.5857	15.5036	12.3252	9.4122	14.5217	11.4869	14.921	16.2709	14.7892	15.3932	15.0901	16.6135	16.8723	15.6583	15.9393	16.5431	17.7827	15.6019	17.2289	17.3484	16.3148	16.4571	15.9484	17.0224	14.9085	14.142	14.8834	15.0169	16.5462	14.0389	11.5524	14.7997	15.9429	17.4013	15.2476	15.6575	14.8542	14.8009	14.1666	16.5163	15.7432	15.9003	16.3371	15.7211	12.0422	13.7673	17.2198	19.1138	14.0903
MEG3	6.6151	5.598	6.0545	9.2068	6.0189	7.9874	7.7068	6.8696	1.1389	6.5988	8.1897	2.601	1.8429	3.8914	2.0169	8.001	3.3389	3.982	4.9772	2.6844	5.129	0.5061	0.7708	2.5599	2.475	6.0695	3.1833	0.3956	3.1906	0.0	4.8818	5.1702	3.7767	3.8251	0.4083	5.1731	4.1674	3.478	3.2592	3.389	2.964	4.5413	3.9177	5.3959	4.8081	3.2683	4.059	0.0	3.5257	1.4801	3.998	4.6367	4.2635	3.3309	3.3818	2.4386	5.9311	4.1509	3.915	0.0	6.8534	7.0043	0.0	5.2618	9.4635	3.5623	5.2904	1.358	3.0427	5.3041	4.4258	7.8253	1.9813	5.6463	7.6396	2.1185	1.2942	1.1643	3.3813	7.322	8.9372	2.8235	8.2919	8.3195	6.8318	7.8214	9.8498	4.5348	8.4472	8.4141	9.586	9.4985	12.3053	10.9583	10.0087	11.1298	11.2865	11.1825	9.5691	11.2247	1.0684	9.6595	8.5437	4.6029	12.7791	10.9539	11.4095	5.1555	10.6873	8.7968	0.0	3.6832	1.691	9.2691	5.4649	8.1832	11.5535	11.3343	9.1785	10.8952	11.5373	10.3008	9.124	9.3686	1.4628	10.8644	9.1777	9.9077	11.7135	9.8494	6.4353	10.6486	8.6598	7.7513	10.6979	8.7662	7.2571	11.9845	7.5851	8.0091	2.538	10.6931	10.8939	11.2837	5.6918	11.3067	5.6757	8.8202	10.7471	7.3725	6.7107	11.0021	11.7904	10.1663	1.9938	3.1142	8.1371	5.2094	9.4019	1.1059	8.3535	1.5764	11.9573	12.5496	10.2725	7.4273	2.0814	6.3636	9.2115	9.3182	10.3927	8.0508	10.9053	9.3973	6.3269	10.7218	10.7401	10.0196	3.3615	11.2675	11.5225	9.0649	9.5508	11.3342	11.6622	12.1445	12.1435	11.0453	11.5904	10.9716	11.6828	9.9189	3.7991	10.8181	12.0398	8.5209	10.0407	9.0555	13.0196	11.316	10.9115	11.1083	13.5037	13.3964	12.7999	13.872	13.4703	11.3168	13.6278	14.2886	11.678	11.0247	3.2204	11.1586	3.9372	12.1406	12.0213	11.4992	13.2887	11.0785	11.9799	11.666	9.276	9.7814	8.9867	1.884	12.0317	14.4892	9.6721	10.5696	9.4578	9.5464	9.3313	9.2327	12.1418	10.9423	10.6366	10.959	11.8599	10.3129	11.6162	9.0363	11.3367	9.3538	1.8186	7.8084	10.4759	1.0952	11.4378	0.0	8.9625	9.9419	9.1826	8.038	9.5089	10.666	10.9094	11.1662	9.3511	10.5812	9.7026	13.3525	6.0016	9.6742
HMGA2	5.7788	3.7087	1.5348	2.8395	4.4049	0.61240000000000006	0.0	0.944	0.0	7.388	5.0158	0.9421	0.5172	4.814	0.0	0.0	0.0	3.5408	0.421	0.0	0.0	0.0	0.0	0.0	1.7136	1.6095	1.756	1.1775	0.5927	1.7895	0.0	1.9202	4.6439	1.583	0.0	0.9527	1.3463	0.4602	0.0	0.8396	2.3128	1.2305	1.7737	2.0432	3.0513	0.8359	0.0	0.914	4.0022	3.8048	1.5835	2.0647	0.5301	0.0	0.0	2.9695	1.6594	0.8316	1.0589	1.7806	1.1821	4.7414	4.2995	2.1886	3.1302	2.3233	1.287	0.4759	2.8143	4.1939	2.1866	0.0	1.1787	0.6224	0.5506	0.5456	2.5463	2.6734	0.5759	0.8253	2.0626	2.0142	7.7861	10.3082	9.0174	0.8861	6.2574	9.9554	5.8735	5.4195	5.6669	9.0288	10.5795	10.9987	6.9757	1.9164	1.29	4.6513	3.1397	6.0885	4.2965	7.0212	3.8633	2.7709	3.3731	1.5642	0.9747	1.3382	0.5421	1.6935	2.9968	4.1258	1.3138	8.6167	5.9718	6.4746	2.3699	5.1148	6.14	1.44	10.3989	4.3773	7.6954	11.7214	1.9736	1.5016	0.0	1.5375	1.8994	0.0	3.4046	1.3785	3.6324	3.7385	5.9138	0.9717	1.0578	10.3125	5.9503	3.1469	8.078	4.9295	5.4072	2.9052	6.3472	6.5309	6.97	8.7034	9.5182	7.2165	5.1258	7.6417	6.7097	6.6074	5.3292	4.4319	8.3576	7.4454	8.9952	8.4095	10.4591	11.8717	10.0763	11.3321	10.0251	9.0048	7.6129	10.3677	5.6458	6.3956	8.8208	10.3139	8.8216	11.1883	9.8412	9.7951	8.1167	11.1766	6.7795	6.7946	8.0081	6.1452	5.5664	9.4742	3.3946	11.1912	3.4687	3.3729	8.1074	8.4913	6.286	8.7582	8.797	6.5072	7.6359	6.7713	5.6534	3.6548	2.4056	9.3543	9.949	10.2801	6.8273	8.8916	9.2616	8.0912	10.5712	9.5581	6.4531	8.4824	9.0177	11.8783	12.5402	7.4134	11.1543	13.1209	9.7162	10.4991	14.2656	11.9824	11.7924	4.7635	5.8917	2.0252	10.8992	3.2511	2.0729	1.4752	8.5413	11.5383	3.784	10.656	12.0305	11.494	7.277	8.1641	15.0111	10.9683	9.2441	6.0289	7.6857	1.5998000000000001	7.7762	0.869	4.9694	6.0097	7.2286	1.7105	6.7805	7.5759	5.9049	4.667	10.0414	7.8752	9.3232	4.1741	6.2491	5.6308	1.5332	11.7641	6.4671	9.835	6.8494	8.645
DKK1	1.5154	2.7238	1.5348	4.534	4.8585	8.5215	2.5322	4.2135	3.0796	2.4524	6.7436	3.1426	2.7238	2.9027	2.4779	3.8133	1.8501	1.511	2.2411	3.4064	1.2729	1.1766	2.1799	0.9186	2.1439	3.2025	1.537	0.3956	1.824	3.5917	0.9402	0.8445	2.6268	5.024	1.3982	1.9284	2.4926	1.0888	0.7094	2.0561	2.138	0.7028	1.1439	2.6329	2.1654	0.4777	1.4966	1.469	1.5865	2.7691	3.4575	4.0461	2.7597	5.6051	1.8226	2.8935	4.5249	2.6911	1.8189	5.2302	1.9859	2.5775	1.5692	1.4748000000000001	3.8652	5.1955	1.4342	0.0	2.0766	0.0	1.7904	0.0	7.6786	0.6224	0.9482	3.463	2.2849	3.8733	2.8639	1.1096	1.0537	2.1846	4.487	3.715	10.2632	6.3426	8.3228	12.5286	12.4549	11.5021	13.001	12.7084	12.3706	13.2074	10.7635	8.9033	2.4438	11.1389	10.7441	9.9357	11.6265	10.9809	11.5847	5.1365	10.4829	8.5367	11.1164	9.7851	11.7031	7.1744	10.1315	8.724	9.4453	12.3876	9.2574	6.3882	6.8574	7.704	11.9773	10.3254	7.3795	10.9512	12.2666	8.9364	8.3994	9.6875	11.8906	13.4536	7.2298	1.5971	10.3488	5.3576	0.9219	10.036	5.1927	6.2563	1.6614	4.9275	4.7936	1.9593	4.1165	2.1689	2.9245	0.7513	4.3864	7.7315	3.2952	5.3755	7.4321	2.391	4.2445	3.5507	5.9322	8.9375	4.966	3.2655	9.6398	8.0299	7.3667	5.4218	6.9627	8.1267	6.8282	8.8476	8.847	9.7065	9.2704	10.3907	9.9186	11.892	14.292	13.1353	8.739	12.4788	12.279	9.6397	12.219	7.2562	0.6947	4.579	12.0559	9.115	8.1346	2.363	3.2134	0.4535	8.0257	5.3175	5.3771	5.5075	5.8883	8.3902	4.1001	3.3881	8.3452	3.3775	2.6257	3.707	3.4289	4.5894	3.1485	5.1886	0.9411	1.8183	4.2611	1.0859	0.4287	4.4658	0.0	4.3463	2.5549	10.1533	4.7825	7.5106	8.9914	10.6735	9.6037	11.1471	10.2869	7.2337	4.0356	10.2445	7.8568	11.1879	3.5483	5.5188	2.5815	6.1683	7.5544	5.8918	10.3663	9.0237	11.6267	10.2132	11.6977	4.4288	4.5099	5.7775	4.1634	9.1625	2.4082	8.1938	2.1372	7.4303	5.6276	5.2674	9.0911	4.9856	6.7209	7.9336	12.5613	3.5184	5.2136	5.7598	7.4187	8.7147	7.2006	5.1207	1.7518	8.9204	9.281	9.3724	3.3502	9.3527
TNNT3	0.0	1.1977	1.5348	8.0305	1.7955	6.2795	2.4195	1.9151	0.0	4.2013	2.2781	3.3523	2.0067	1.9799	0.5925	4.4013	3.2095	6.0987	0.421	5.6396	3.5389	1.1766	2.7333	2.5599	0.8155	4.0788	1.946	2.1603	2.3406	1.1561	2.7033	3.0973	1.9349	3.4568	0.0	5.3817	4.3693	2.3596	0.7094	3.389	1.0934	0.0	1.5927	1.8486	2.7365	1.9059	0.7897	0.914	2.7025	0.0	0.0	2.5299	3.0188	1.5705	1.0616	0.4874	2.0081	4.0861	0.0	1.2995	4.1635	3.8176	0.0	2.6641	5.1968	3.0372	0.4228	1.358	1.5904	7.2503	7.8402	1.0106	3.9766	0.0	1.5154	2.1185	3.6576	1.1643	5.3168	0.4709	2.0799	0.5913	3.3878	8.116	3.4252	6.8197	11.2046	4.3694	6.7084	8.9657	8.4104	9.3804	9.701	8.9823	6.7991	9.6066	13.8303	13.1969	12.9684	10.274	11.3336	10.028	5.5913	14.465	10.2018	9.7169	10.7568	12.9987	8.8335	9.3608	6.0625	8.2838	2.7957	9.0331	2.9338	6.8856	7.3954	6.3018	7.6491	10.5237	10.5073	3.9107	9.0453	8.6039	8.4606	5.257	6.8702	10.6655	9.9968	14.9209	8.8686	7.6395	7.2411	7.1367	12.4837	11.9351	7.0782	4.717	8.8568	1.5489	4.0343	3.2468	7.3733	7.065	8.486	9.2135	2.2364	5.6242	0.0	3.37	4.2445	3.9921	6.3336	7.5607	8.7698	0.9689	5.865	11.5164	11.2344	8.0408	5.0231	1.7279	3.5681	8.9413	5.3932	2.6902	7.8023	5.6772	4.1312	7.0752	2.6783	3.779	4.7801	6.0811	3.3646	7.2618	8.0331	10.0721	10.2695	1.2309	3.2433	4.4781	2.442	5.7307	8.7568	8.2822	4.7407	10.0732	8.3238	6.558	14.3497	7.585	7.6713	4.1352	3.065	8.7832	4.3572	6.9532	8.5187	7.4197	6.1759	4.7147	4.5849	9.2267	5.5014	2.5975	2.63	6.404	9.7287	5.625	4.2765	0.89	1.848	5.2822	10.6675	3.1075	5.9617000000000004	4.542	4.8689	5.5039	4.3161	5.0377	8.2272	6.2397	4.1347	7.9232	8.8741	10.0018	7.9664	5.242	8.2546	8.4424	7.7027	9.3581	11.0557	8.6986	8.1238	11.9877	9.3711	8.1559	13.4785	16.004	14.1068	7.4746	9.9823	1.8904	8.5116	7.9845	6.41	4.0831	1.8996	5.7201	6.2397	5.369	9.171	5.3435	11.3323	9.5828	12.1243	1.6779	6.0389	4.1378	4.1764	4.41
PDPN	11.3405	7.807	10.1409	9.2321	9.7868	9.3358	11.2585	11.1846	3.3754	7.3043	7.2711	0.9421	2.1537	1.6141	1.0113	5.5454	0.9018	4.2154	7.972	5.051	4.3307	3.7208	2.1799	0.5312	2.0142	5.0578	6.0372	2.6697	5.0449	0.4952	5.6081	4.2404	6.5059	4.4168	0.0	6.1718	4.1981	2.3596	2.8143	4.4803	3.411	7.133	3.4165	6.8184	5.4921	2.0496	7.9796	3.8342	4.1722	4.7994	5.8927	5.2929	6.2403	7.3236	4.5076	4.094	6.7788	4.842	7.6464	4.1345	7.3822	9.9713	2.9794	3.9844	6.5851	4.4479	5.0297	4.6571	8.4352	2.2948	4.9695	4.7209	7.8596	4.0092	5.006	8.8236	7.3288	9.0639	4.2815	8.901	7.4595	5.4107	11.8915	11.2042	9.8611	10.3814	10.179	10.5187	11.4267	10.6011	10.3268	12.562	12.4229	10.991	11.5174	13.0025	10.6297	8.6497	9.0611	10.118	11.1698	12.1693	10.543	5.1523	12.4542	11.6543	11.6488	8.36	10.139	9.8346	8.2841	5.4777	8.2128	11.2884	12.5408	13.5076	7.3114	13.2668	11.7556	13.4591	11.073	9.945	10.8444	10.6696	10.2821	9.1045	9.4173	1.5375	10.5969	6.9249	9.383	2.2428	9.3293	10.2689	9.8097	8.897	7.0839	11.5512	12.1185	13.3097	12.756	13.9781	13.4649	12.6926	10.0756	12.7374	12.2199	12.6941	10.4205	13.4154	4.7245	5.01	11.9755	12.4997	12.9225	6.3809	3.6004	12.4802	13.5994	12.8367	7.4083	7.0058	9.9982	2.3726	9.8906	4.4231	2.6444	6.3721	9.3104	3.37	7.4697	9.6174	9.7803	11.2286	4.9595	10.4168	4.0553	6.5576	13.5498	12.7804	11.3848	8.2801	12.556	0.0	7.6968	9.2678	10.7191	11.5041	11.2338	11.6298	10.6148	11.6687	11.0182	12.7087	10.081	6.1397	11.135	9.4917	11.9543	10.9063	12.4032	11.3181	8.8106	8.4334	9.5531	8.0882	7.2919	7.4945	11.1841	6.8497	9.8301	6.4669	10.013	11.0418	10.6515	9.7781	9.5167	9.4613	5.4458	9.3363	8.3357	9.0953	11.6376	11.4025	11.3814	11.0669	12.509	11.2211	11.5166	13.408	11.2105	11.317	10.0184	10.8493	11.8973	11.6694	9.8269	10.0828	10.3193	11.1365	9.5052	10.2301	12.2543	10.8076	11.7654	9.9984	11.3081	6.8265	10.047	10.3034	8.7157	11.7804	10.3711	9.9044	11.2563	12.9489	12.0559	13.4134	12.0654	10.7318	10.2953	11.3084	13.771	12.5706
DLK1	2.7966	8.6465	0.0	3.1707	0.0	3.6593	0.0	2.3665	0.0	0.0	1.6782	0.0	0.0	0.0	0.0	1.0622	0.0	8.3738	0.0	0.8759	0.7725	0.0	0.0	0.0	4.8256	2.7315	0.0	1.6818	0.5927	0.0	0.0	2.1954	0.5564	1.3767	0.0	0.9527	2.6779	0.0	0.3979	0.0	0.0	0.0	3.7549	0.0	1.4557	2.5135	4.9314	0.0	6.2407	0.0	1.3207	1.1334	0.0	0.0	0.0	0.0	0.5178	5.363	0.0	0.5726	3.0341	5.7017	0.9883	0.6718	0.0	4.8989	0.0	2.0449	5.7682	0.0	0.0	1.0106	1.6351	0.0	0.5506	6.162	0.0	0.87	2.3001	2.5891	2.407	0.0	0.0	4.8445	0.0	0.5101	13.7954	4.7962	0.4611	3.4751	9.1546	10.98	5.5364	9.8649	3.9546	10.4409	8.9387	2.272	1.3151	9.4475	6.7248	0.0	1.9069	15.6054	11.8344	2.674	2.2813	10.8872	0.5421	0.533	1.9973	11.286	0.0	0.0	0.0	10.6197	0.0	3.8162	0.0	5.3567	15.9469	0.0	0.0	4.4923	0.0	6.2263	0.0	0.5614	5.5339	1.0091	5.8807	0.6166	5.9398	0.0	12.1523	11.1809	0.6237	4.8261	2.9235	0.0	12.1773	13.0563	10.4928	1.6088	0.9299	1.5389	0.54990000000000006	0.0	0.4876	1.8266	2.1671	0.5519	2.0923	0.0	0.5121	0.0	0.0	2.3746	0.0	10.2114	0.0	5.5623	4.962	0.8764	0.0	0.4232	0.0	0.0	0.0	2.1705	0.0	0.0	0.0	1.3649	0.0	1.4099	0.0	0.0	10.8575	9.6322	3.0104	1.5709	0.4234	8.6778	13.0332	12.5129	2.5934	0.0	4.0188	3.9846	8.6495	9.2609	8.4717	0.5592	1.0375	0.7015	2.1955	11.0874	13.7475	8.3858	6.9873	6.6805	11.1441	11.2812	10.3251	11.4299	14.9877	13.5531	11.0963	9.017	10.3542	5.1346	11.5999	7.856	16.5459	16.6862	15.8626	16.1523	12.607	14.6831	7.5135	9.0711	8.5447	4.8397	16.2835	4.137	15.4693	16.7527	13.5198	7.5368	15.9111	10.3684	7.3147	12.4889	17.0525	15.3044	16.7281	15.5476	15.1474	6.4601	9.4774	9.0829	4.4643	8.634	12.4414	4.3461	0.7036	1.0952	0.0	9.288	4.3304	9.37	1.3617	1.117	1.5818	3.2096	13.9885	15.2853	16.5545	0.0	15.218	11.5758	0.7286	6.0132
