NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
HGD	-0.475	-1.1744	0.9342	1.1531	-0.7952	1.4426	-0.1166	-1.3404	-1.5504	-0.5748	0.2581	1.8217	1.3279	-0.2274	-1.7038	1.605	-1.0832	-1.3628	-1.0241	-0.0327	0.3728	-1.4514	-0.8692	2.941	2.0606	-0.3955	1.9196	1.2773	0.775	-1.3722	-1.4088	-1.1627	-0.379	1.4964	1.7419	0.9687	1.7377	-1.7569	1.8344	1.5392	-0.1439	-0.5823	1.6187	2.2091	-1.0715	-0.0855	2.3449	-0.3908	1.7104	-0.6027	-0.1246	-1.4514	-0.0548	-0.7327	1.0811	-0.2757	2.5269	2.1146	-1.0686	1.7786	-0.8715	1.67	0.3845	1.5677	2.0294	2.024	-1.6092	2.1543	1.7622	-0.5586	2.1843	-2.076	1.0397	1.8302	1.826	-1.4908	1.1588	1.4826	-1.432
EHHADH	-0.297	-0.0167	0.1623	0.5512	-0.4295	1.0706	-0.4331	-0.4382	-1.44	-1.62	-0.2564	1.6252	-0.7762	-1.2352	-1.1552	1.5425	-0.0973	-0.5357	-1.3441	-0.0095	-0.4254	-0.9238	-1.9959	1.7104	1.579	-0.2902	1.2507	-0.0775	0.2422	-0.1659	-0.6385	-0.9413	0.2375	1.7946	1.8778	1.605	1.9098	-0.9115	1.9609	1.4933	0.1037	-0.403	-0.9529	1.4862	0.6759	0.2291	1.8778	-0.5569	1.9555	0.2422	-0.5245	-0.7184	-0.6605	0.1483	0.287	0.338	2.173	1.8778	-0.3995	1.6916	-0.1035	1.7146	-1.0748	1.5746	1.8302	1.3577	-0.7044	1.7786	1.9098	-0.0033	1.766	-0.114	1.5425	1.3841	0.9098	-0.0243	0.585	1.4862	-0.1012
ESR1	-0.2603	-1.7877	-0.7762	0.8525	-0.2293	1.8867	-0.6451	-0.3995	-0.5569	-0.7783	-0.9484	1.8867	0.0668	0.1701	-0.2394	2.2475	-0.7857	-0.5586	0.6295	-0.5391	-0.4147	-0.67	-0.1344	1.8217	1.9044	-0.4791	1.3995	0.3117	-0.6778	0.0979	-0.4892	-0.4474	-1.1685	1.7457	1.9703	1.6518	1.9851	-0.0404	2.2615	1.8901	-0.2359	-0.4105	-0.5553	1.783	-0.2445	0.3785	2.2289	-0.18	2.9936	-0.4105	-0.6798	1.1327	-0.3812	-0.352	-2.279	-1.1116	1.6916	2.2022	2.5183	2.2415	-0.6333	1.3432	-0.1752	2.7374	2.1779	2.0398	-0.5309	1.4609	1.7032	-1.0605	2.6769	-1.1712	1.8073	2.0954	1.0453	-0.8507	0.4295	1.1736	-0.0524
PDGFRL	1.3607	-1.0191	0.0718	-0.5695	0.1724	-0.8103	-0.1685	3.4904	0.9541	0.0499	0.528	-0.4683	1.4117	2.7874	0.9971	-0.3145	-0.3367	-0.1874	1.0099	-0.2077	2.0139	1.766	3.1161	-0.2665	-0.1482	0.2952	0.7267	-0.8177	0.1037	2.6075	2.428	-0.0274	0.1994	0.0224	-0.7833	-0.1088	-0.3219	3.4442	-0.6027	0.0979	-0.0313	-0.0258	-0.1422	-0.0634	1.8778	-0.4056	-0.0444	0.317	-0.2168	-0.0129	-0.1457	3.9606	-0.115	-0.321	-0.3825	-0.3398	-0.1624	-0.3423	-0.1607	0.2305	0.7137	-0.4217	-0.1049	0.2892	-0.1939	0.1433	3.0582	0.1831	0.0863	-0.2455	-0.3708	0.0405	-0.1439	2.5014	0.205	0.4446	0.1737	-0.3812	2.0548
COCH	2.4607	0.1592	4.4842	1.9417	-0.0884	-0.6513	-0.514	-0.2811	0.5223	0.3614	-0.3918	1.0127	2.6075	0.2952	2.979	-1.1521	0.9158	0.7773	1.9951	3.5416	0.1352	-0.5897	1.9379	-0.4949	-0.5231	0.1298	0.0022	-0.7762	-1.7038	1.0252	0.1724	5.459	3.0341	-2.1151	-0.9263	0.3294	-0.0281	0.0851	-1.0315	0.3569	2.3449	0.3091	2.428	-0.3967	2.8528	-1.4869	-0.3685	2.0041	0.0872	2.542	0.9636	-0.1216	-0.0761	3.6467	-0.9632	1.7293	-0.7584	-0.5959	3.2692	-0.5539	0.0745	-1.7986	-0.0784	-0.4667	-0.4709	-0.8917	-0.3929	-0.1285	-1.861	-0.3028	-0.6492	0.2045	0.8891	-0.5506	1.4238	-0.3624	-0.9484	3.8549	2.5683
FCN1	1.1421	-0.0702	-0.8835	-0.2603	2.173	-0.0108	-0.6264	-0.4709	1.0551	-0.9314	-0.584	-0.2546	1.1632	0.7332	0.4783	0.2904	-0.4355	-0.091	1.7419	-0.1923	-0.7308	-0.0342	0.7583	-0.7736	0.7031	1.0045	-1.0912	-0.946	-0.0419	0.7773	-0.184	-0.6548	-2e-4	1.5145	-0.1361	0.0752	-0.0647	0.0365	-0.9263	1.9379	1.4638	-0.7354	-0.171	-1.0211	-0.0761	-0.5823	0.4619	2.8847	0.275	-0.2765	-1.4824	3.2142	0.7804	-0.4499	-1.321	3.0341	0.0191	0.6518	-0.4408	0.8753	-0.0604	-0.0963	-0.4147	0.5472	-0.0663	0.6104	-0.1534	0.4836	-0.694	-1.1871	0.4203	-0.0709	-1.2968	0.0745	-0.0144	-0.8459	-1.0715	0.1663	1.0998000000000001
AREG	0.1905	-6.2073	1.7541	1.403	-0.8992	-0.2312	2.2922	0.1815	0.1806	0.9713	2.9305	-2.827	-2.2684	-2.1341	1.7909	-0.5897	1.3995	-0.3613	0.9998	-0.379	-0.9508	0.9636	-0.6987	1.3751	-4.079	0.8373	-4.5969	1.0475	-4.2678	-1.0997	3.0582	2.2984	2.7264	-4.079	0.4102	-2.864	-4.9684	-1.2933	1.4367	0.0323	1.1986	1.826	0.0769	1.3995	-0.9144	2.2091	-3.3321	3.2142	-2.5453	2.5345	1.4238	-2.0055	-0.3345	-0.3497	0.9294	3.1774	-4.6911	0.2805	2.8099	-5.1817	-1.5291	-0.2581	-2.7657	-3.4963	0.2881	-0.446	1.418	-3.1679	-1.1903	-0.0288	-4.2678	-0.054	1.022	-4.3363	2.0095	1.5642	-4.9684	0.4639	-0.3555
GPSM2	0.0247	0.1682	1.1476	-1.006	-0.5716	0.3554	-0.3197	-0.6295	0.0029	1.3636	2.2725	0.3047	-1.1685	-1.1587	0.4498	-2.9443	1.9992	2.8943	-0.4163	1.433	0.038	1.8025	0.0526	0.3365	-3.6072	-0.2685	-0.0041	-0.7439	-0.2077	-0.0604	2.3787	1.3021	-2.7657	-1.9089	-1.6342	-0.1377	-1.7305	-0.7354	1.1681	-2.9934	1.3692	-0.1771	-1.6814	0.198	0.3728	0.5784	-1.7569	-0.263	-2.2079	0.049	1.9417	-1.4664	2.4439	1.7419	0.7054	0.549	-3.1392	-0.2535	1.4463	-3.196	0.8525	-3.0403	-0.2707	-2.044	0.4673	-3.7755	0.8418	-2.0507	-3.3864	0.417	-2.2505	2.3388	0.0969	-2.2265	0.9044	2.5977	-0.111	-1.861	0.4815
CXCL13	3.0341	3.1774	-0.0647	-1.0087	-0.0412	-0.7327	-0.0973	2.2615	-0.1182	-0.1094	-0.2303	0.9661	3.3468	3.3089	2.7463	-0.5201	-0.5993	-0.051	-0.4068	-0.151	-0.3057	-0.3136	4.5705	-0.2212	1.1681	0.2174	-0.0517	0.2559	1.9328	3.0876	-0.0102	-0.0108	-0.1614	-1.4121	0.4639	-0.2125	1.3249	4.6686	-0.3123	5.1161	0.0915	-0.234	0.1769	-0.8534	-0.0019	0.8525	0.065	0.0549	0.7137	1.6332	0.0022	1.1504	-0.0963	-0.4545	-0.179	-0.5043	0.6779	-0.025	1.6853	0.0126	0.4342	1.2044	0.8965	0.2691	-0.586	-0.7023	0.528	0.526	0.4815	-0.5433	0.4186	-0.1049	-0.6588	-0.0049	-0.7354	-0.4612	2.9936	-0.0936	6.0398
POU2AF1	2.8847	-0.5183	-0.2104	-0.3423	-0.1518	-0.1728	0.0888	-0.1239	0.4153	-0.0955	-0.5464	0.7249	2.4008	2.4439	3.8878	-0.7457	0.043	0.3449	0.0745	1.3165	-0.3601	0.1276	2.542	-0.4877	0.1276	0.5659	-0.0019	0.5595	2.941	3.6728	-0.2007	0.2482	0.0718	-0.4408	-0.2368	-0.1369	-0.1607	2.0893	-0.2726	4.1645	0.1464	-0.185	0.0881	-0.114	1.1765	-0.3454	-0.091	0.549	-0.1005	2.7082	0.0288	1.0073	-0.0033	0.3047	1.0099	1.9757	0.0881	0.1513	0.1915	0.443	0.1196	-0.2861	0.7682	-0.2821	0.0549	-0.4776	-0.2518	-0.1631	-0.189	0.0633	0.275	-0.5201	-0.5553	0.1737	-0.6295	-0.2303	1.3751	-0.4105	-0.2831
GAD1	0.9661	2.6686	0.1894	-1.8815	-0.0617	-0.0548	2.4759	0.2615	-0.1991	0.1371	0.7005	0.1093	1.8344	0.252	-0.1035	-0.3345	0.7199	1.3193	-0.0531	0.1871	-0.0243	0.6005	2.7874	-0.0736	-0.1866	0.2605	-0.49370000000000003	-0.2931	1.472	-0.0807	0.4967	-0.0236	0.0066	0.9015	-0.6758	0.0349	-0.0458	-0.0728	-0.8201	-0.0167	2.7563	0.0022	3.6467	-0.2274	2.0139	-0.1335	-0.0647	1.9512	-0.2077	1.7212	-0.0473	-0.0073	0.7911	0.1231	-0.5959	-0.0495	-0.2656	-0.0617	0.5901	-0.2437	0.8753	0.7434	2.173	-0.1232	-0.0694	-0.1318	-0.0428	-0.0604	0.2422	1.24	-0.0813	-0.3241	0.4656	-0.5391	0.0224	1.6962	-0.3941	2.9305	2.6261
CKMT2	-0.2922	3.8187	3.5416	-0.3768	-0.2782	0.7731	0.1894	-0.2429	-0.2455	-0.5342	3.4054	-0.6895	-0.9081	-0.1057	3.2692	0.4378	0.3496	3.784	3.2472	0.1602	2.2725	2.8313	0.927	-1.0973	-0.3802	-0.4949	-0.5167	0.2737	-0.7689	-0.108	-0.0736	3.5915	0.0051	-1.0802	0.9811	-0.3768	0.5383	0.9834	-1.0938	-1.4024	3.4442	4.5705	-1.1334	0.7169	0.1724	-1.1712	-0.3197	3.2692	-0.464	0.3757	0.9342	0.2468	-0.2386	0.3785	2.8099	2.4527	-0.464	0.4587	2.1368	-0.6817	0.4639	0.2375	2.5977	-0.5735	-1.1179	-1.143	0.209	-0.1431	-1.746	4.9776	-0.514	-0.5695	4.274	-0.7992	5.459	4.5705	-1.8815	0.8492	0.855
IGFBP1	-2.864	0.4967	-1.9636	3.0582	-2.5844	0.4102	-1.2001	-2.6127	-2.9674	-1.9495	0.1401	1.3084	0.1287	-2.5577	-2.8819	1.8176	-1.4056	0.0807	-2.9674	-1.916	-2.9246	-1.7805	-2.8065	1.3407	2.3584	-2.1593	0.3569	2.9197	0.3743	-2.9674	-2.5175	1.2431	0.0606	1.532	1.7702	2.6365	2.8741	-2.864	2.0294	1.9246	0.4248	-0.0847	-0.427	0.9661	-1.9793	1.9463	1.4862	-1.7805	0.6104	-2.5175	1.2856	-2.5332	-2.4538	-0.7736	4.5705	-0.0306	2.2475	1.0331	-2.4646	2.4607	-1.5416	1.4517	-0.3981	1.4517	1.0865	1.9463	-2.661	1.3692	2.3054	0.059	2.2725	-1.4992	2.2022	0.8675	1.5004	-0.9846	2.268	1.4577	-2.4236
FGL1	-3.8939	1.4151	-2.5577	1.8738	-3.8939	1.3165	-1.432	-3.7755	-3.9486	-3.0631	-0.5167	1.418	1.1531	-3.8939	-3.7239	1.2856	-4.2137	-0.3837	-3.4963	-3.6844	-3.0871	-4.0216	-3.8398	1.2044	1.2212	-3.3864	1.3084	1.7739	2.3127	-4.079	-3.4607	-1.2996	-3.1146	1.8778	1.3663	1.9757	1.2177	-3.4963	1.4297	1.5896	0.6202	-3.7755	-0.7354	1.7505	-2.7294	2.0345	1.1607	-0.5553	1.0397	-3.5307	-1.5196	-3.8398	-3.8398	2.0778	2.024	-0.4838	1.2177	1.0352	-3.7239	1.4117	-3.8398	1.7541	-0.1126	0.9856	0.748	1.8778	-3.7755	1.2586	1.7001	-1.5504	1.2345	-3.298	0.9098	1.1132	1.8998	-3.0175	2.1264	1.8998	-3.4963
KMO	-1.8468	-1.0547	-1.5504	0.4446	1.5896	1.6014	-2.2363	-1.459	0.1541	-1.0997	-0.6011	1.2377	0.0043	0.1936	-0.2979	0.8578	-1.0657	-1.7237	0.4931	-1.7038	-2.1593	-0.7647	0.7606	0.9945	1.5249	-0.9956	1.2319	0.6043	-0.2239	-1.0341	-0.8941	-2.376	-2.1504	0.8891	1.2072	0.4395	2.19	-0.2902	0.8261	1.0998000000000001	-1.0401	-1.5504	-1.4992	1.6554	-1.2657	-1.3479	1.67	-0.8272	1.4087	-1.0772	-3.1146	0.6684	-1.2719	-0.4408	-0.1199	-1.4154	1.1374	1.4577	-1.8815	1.5976	-1.4554	0.8605	-2.9038	1.5104	1.5746	1.4826	-1.6707	1.8302	0.8848	-2.5453	1.6332	-1.0657	0.0737	0.9611	0.6343	-1.5291	-0.189	1.0303	-1.0341
KMO	-0.6915	-0.7521	-0.3613	0.2222	0.6876	1.3577	0.3926	-0.1576	-0.6737	-0.3941	-0.1607	1.5603	-0.5342	-0.1326	-0.4163	1.0375	-0.5154	-0.291	0.0961	-0.3474	-0.5126	-0.2471	0.1361	1.1707	1.6777	-0.6532	1.6883	0.5765	-0.1883	-0.6719	-0.0761	-0.2096	-0.2159	1.1181	1.3279	0.6759	2.1204	-0.4499	1.7541	1.6592	-0.2159	-0.156	-0.6778	1.331	-0.2403	-0.0611	1.8952	0.4967	1.9757	-0.2229	-0.4217	0.3223	-0.0517	-0.0167	-0.2239	0.1552	1.67	2.0498	-0.2535	1.9463	-0.4776	0.448	-0.3875	1.8478	1.5603	1.8073	-0.7086	1.6439	1.1736	-0.6836	2.3127	-0.5569	0.7226	1.5392	0.9486	-0.1816	0.016	1.3193	-0.3017
DDC	-0.0066	-1.4056	0.8159	-1.4992	-0.2851	0.1103	-0.5167	-1.2889	-1.2524	-1.0715	0.9736	0.2546	-0.7783	-1.459	-1.1334	-1.2854	-0.5492	0.9568	-0.3284	0.1112	-1.436	-2.8819	1.7146	0.4691	-0.0419	-0.3324	0.2508	0.6249	-0.9928	-1.0912	-0.8862	0.6876	1.3553	-1.0141	0.0481	-0.2394	-0.1923	-0.5421	-0.0243	-1.436	2.0844	2.0095	-1.8468	-0.9189	-2.2172	-0.2116	0.2916	1.7984	0.4233	2.285	-0.3555	-2.5026	2.5269	2.4607	1.0198	1.7541	-0.0524	-0.091	1.0706	-1.0623	-0.4355	-0.7263	0.3769	0.2398	0.1139	0.2318	-0.5059	0.4604	-0.6385	0.9072	0.2033	0.4203	1.2562	-0.3465	0.4888	2.2615	-2.7139	-0.9609	0.2067
PSCA	0.0372	-0.3057	-0.2386	-0.4904	1.535	-0.6352	0.4295	2.2289	0.8027	0.1053	0.5203	-0.4838	4.9776	0.0668	0.2143	0.2455	0.3845	0.2881	0.1298	0.0737	2.2153	0.6492	0.0851	0.0615	-0.0436	-0.2116	0.034	-0.1246	-0.6352	-0.5673	1.5004	0.6735	0.0323	-0.4355	-0.2939	-0.8559	0.234	-0.2892	-0.2359	-0.2116	0.3465	0.407	-0.1576	0.2318	0.8848	-0.0081	0.2291	0.5746	0.2854	0.4656	2.4933	0.0573	1.0551	-0.0855	-0.4683	0.2827	-0.3802	0.2678	3.048	-0.2044	-0.0647	-0.5231	0.3671	0.0807	-0.341	-0.2221	-0.0281	0.3942	0.3702	0.3671	-0.3445	-0.0041	-0.251	-0.3812	-0.4499	1.3279	-0.2949	-0.2949	-0.2804
CLDN10	-1.4154	0.5223	-0.475	3.1965	0.6005	-0.3635	-0.1293	-1.0938	3.5915	0.3294	1.0597	-0.8222	2.5683	-0.8715	0.4619	2.024	0.1562	4.4842	-1.2461	-0.7952	-1.0164	0.1244	-1.2816	-0.815	0.1037	-1.0686	-0.0647	-0.2212	-3.7239	-1.0938	-0.5823	3.7544	0.6708	1.3663	0.6555	0.1053	-0.4136	-1.5332	-1.7515	0.2291	-0.6319	-0.4284	0.7655	-2.1685	-0.3377	0.1592	0.4132	-0.2445	0.0232	-0.6417	2.3257	-0.6959	-0.5716	-0.8534	3.7544	0.1178	-0.3746	0.2615	-0.7117	-0.0743	-1.2556	-0.7647	3.9176	0.065	0.3614	0.0925	2.7666	-0.0419	-0.9332	2.4933	0.0582	-0.3123	0.7731	0.1521	0.7583	0.0365	1.0865	-0.8435	-1.3554
MN1	-0.1377	0.9971	0.1701	2.0041	-0.1991	0.1382	0.2422	1.6916	0.2789	0.8799	0.0745	-0.3746	-0.0313	1.0279	1.6475	-0.1955	2.2153	0.7096	1.3577	0.0542	1.3519	1.5855	2.1264	-0.2535	-0.5421	0.6779	-0.1771	-0.456	0.528	2.2615	0.0943	3.2881	0.2508	0.3353	-0.2685	0.2713	-0.2239	1.5392	-0.2647	-0.2007	-0.2572	-0.0327	3.784	-0.3106	0.2594	-0.2085	-0.0918	0.383	-0.2085	0.043	-0.0152	3.4054	0.0718	0.4604	-0.1216	0.0118	-0.3272	-0.6187	0.2006	-0.0081	0.7169	-0.4656	1.5855	-0.1809	-0.1464	-0.4017	0.5746	-0.108	-1.1587	-0.001	-0.6085	-0.11	0.1794	0.7844	0.1653	1.5746	-0.0152	0.1769	-0.2647
SULT1C2	2.6769	0.7844	1.3112	-2.661	0.3685	-1.4242	0.3032	1.3751	-0.0918	0.1881	1.3717	0.0456	1.826	-0.5433	1.0352	-0.9168	0.1714	3.5416	-0.0081	0.1433	2.2984	-0.6625	0.0832	0.5803	-0.7308	2.0345	-0.2168	-0.5086	1.9512	0.3757	-0.1246	-0.8177	-0.1226	-2.6127	-0.5938	-1.7877	-0.6223	0.257	-0.0517	-0.3543	-0.1049	2.132	-0.165	0.3801	1.8655	0.6175	0.2666	0.7705	-0.445	0.0951	-0.9389	-0.0641	0.5357	-0.0236	-1.9271	1.8778	-0.7117	-0.6366	0.9515	-0.7668	1.8386	0.4186	0.016	-0.4284	-0.2665	0.2174	-0.0458	-0.0884	-1.9089	3.1161	-0.5292	2.8313	0.4342	-0.8177	-2.4538	0.4548	1.7786	-0.051	-0.3164
DYNC1I1	-0.0918	-1.0748	-0.0137	-0.7879	0.0372	0.0314	-0.1232	2.0669	0.4295	1.3553	2.0606	-0.1492	0.2024	1.1816	0.1083	-0.1012	-0.2501	0.1682	1.1398	0.1352	1.7252	0.3879	0.6469	-0.3123	-0.1199	0.6043	-0.7327	-0.2096	-0.3757	0.4462	0.6023	1.2882	1.7505	-2.0272	-0.5024	-0.2239	-0.3695	-0.3076	-0.3388	0.0943	-0.108	-0.1344	1.8867	2.5269	0.0412	2.3313	0.0668	1.3084	-2e-4	0.0979	1.2611	0.3912	0.0126	2.6075	-0.3345	-0.2394	0.0255	0.2992	0.3294	-0.2997	-0.3388	0.0029	0.2067	-0.2979	0.0694	-1.2428	1.4492	-0.1858	-0.9211	-0.0188	-0.2792	-0.0884	2.8639	-0.1207	-0.4382	0.2024	-0.352	0.6492	1.3903
GGCX	0.4548	-0.0861	-0.0634	0.4218	-0.6643	0.9515	-0.464	-0.3864	-0.946	-0.6915	0.1831	1.1937	1.8478	-0.5326	-0.6492	1.0839	-0.6047	-0.2747	-1.1087	-0.6588	-0.0313	-0.3164	-0.7382	1.0759	1.0352	-0.2716	1.0502	-0.5479	0.3627	-0.9632	-0.7713	-0.091	-1.0425	0.9072	0.9713	0.6665	1.2507	-0.7423	0.3019	1.0551	-0.1685	-0.2248	0.2186	1.156	-0.5647	1.2236	1.1632	-0.9484	1.0706	-0.3038	0.7583	-0.0813	-0.2564	0.0961	0.3077	-0.5154	1.1765	1.1504	-0.1866	1.3487	-0.5993	0.9891	-1.2889	1.1986	1.1022	1.3222	-1.1334	1.4517	1.1632	-0.67	1.1181	-0.4284	0.2375	0.8321	1.3811	0.9158	0.2133	1.0375	-0.4408
SERPINI1	0.2291	-0.4241	-0.2274	0.3019	-0.5433	-2e-4	-0.001	0.5681	1.5562	2.6686	-0.1631	-0.3674	-1.839	1.3577	-0.1027	-0.5479	1.7001	0.1473	2.6464	-0.2526	0.1562	1.403	-0.5748	-0.3219	-0.235	3.0031	-0.1246	-1.0547	0.015	0.6081	-0.2842	0.6371	2.7171	-0.9263	-1.1784	0.049	-0.2804	-0.11	0.1401	0.1215	2.8193	-0.1318	2.8639	-0.2546	-0.3981	-0.9508	0.0795	-0.485	0.3337	-0.0876	-0.3566	0.8492	0.0795	-0.6385	-1.4908	-0.8297	-0.1071	-0.2321	-0.4725	-0.1599	0.9486	-1.4479	-0.4178	0.0557	0.3702	-0.0963	1.6087	0.3253	-0.4725	1.022	-0.1293	-0.1728	0.1701	-0.0137	-0.0678	-0.1624	-0.0502	3.048	3.7544
GAMT	-0.9868	0.2678	-0.1631	0.212	-0.1216	0.8181	-0.3106	-0.5408	-0.0625	-0.8559	-0.1344	1.5004	-0.1599	-0.7457	-0.9789	1.593	-0.5479	-0.2116	-0.251	0.015	0.979	0.3253	0.0388	0.7823	1.6883	-1.0273	1.0839	1.8386	0.2328	-1.137	-0.341	0.2067	-0.7184	0.9386	0.7117	1.4367	1.4933	-1.0715	0.9364	1.3782	-0.2622	-0.0663	-0.6366	1.097	0.1663	0.1562	1.4266	-0.8632	1.4297	-0.3305	-0.3272	-0.179	-0.2437	0.3685	-0.0617	0.1392	1.6592	1.5717	-0.3918	1.2666	-0.9846	0.9098	-0.3781	1.2377	1.5032	1.294	-1.1277	1.2012	1.1451	-1.7631	1.3841	-0.866	0.3845	1.1374	0.3449	-0.6817	0.0961	0.7096	-0.5231
ACADSB	-0.3918	0.2653	-0.4865	1.2264	-0.2312	0.417	-1.2292	0.1235	-0.3398	-0.6778	2.7463	1.6592	-0.403	-0.8297	-0.5357	1.6592	-0.1492	0.2015	-0.7833	-0.2168	-0.1816	0.0499	-0.1693	1.8691	1.7702	-0.2997	1.707	0.3129	0.0297	-0.6473	-0.9413	-0.2592	-0.0823	0.7391	1.3519	1.2288	2.9305	-0.0981	1.3932	0.9215	-0.1501	0.221	-0.4683	1.2998	1.2773	0.4725	1.9196	-0.3219	1.5603	0.3815	-0.0669	-0.3423	-0.2312	-1.1587	-1.1116	-0.4573	1.8302	2.1079	-0.1809	1.6812	-0.5805	1.2722	1.2666	1.269	1.8176	1.6252	-0.6264	1.3663	1.5717	-0.1816	1.707	-0.0081	1.2908	1.707	1.7104	-0.0595	1.7946	1.2722	-0.032
AGTR1	-1.8868	0.927	-1.8667	2.2289	-1.6494	2.4156	-1.5544	-1.585	-1.6814	-2.0055	0.4708	2.1486	-0.0617	-1.5896	-0.8011	2.4759	-1.9223	-0.7668	-1.8667	-1.4869	-1.8324	-1.6814	-1.3757	1.7739	2.4084	-1.9636	1.9152	1.5603	1.4238	-1.6253	-1.6868	-0.7476	-0.7857	2.7463	1.9907	2.4933	2.3584	-1.4154	1.9098	2.1843	-0.49370000000000003	-1.6092	3.1033	1.637	-1.0686	1.6916	2.3257	-0.6817	2.2022	-1.4242	-0.4764	0.2433	-1.4024	-0.9632	3.0176	-0.4764	1.9907	2.173	-1.006	2.6686	-1.4992	1.8528	-1.137	2.0095	1.8617	2.6075	-2.0134	2.285	2.2725	-0.7626	2.268	-1.8738	2.542	1.6592	2.2984	-0.7668	1.2586	1.8386	-1.6494
AKAP6	-0.1816	-0.2572	-0.0936	-0.9846	1.1707	-0.2283	1.4517	-0.1226	0.2495	0.3104	-0.045	-0.6333	-0.586	0.0232	-0.1543	-0.2747	0.4035	0.4783	-0.2592	0.0718	0.2153	0.3434	0.4186	-0.242	0.2559	-0.0728	-0.9665	0.016	-0.6264	-0.1583	1.4784	0.4118	-0.0088	-0.5897	0.0331	-0.025	0.0526	-0.3485	0.1339	-0.4683	0.3539	0.1956	0.3267	0.2281	0.526	-0.4217	0.0807	1.0839	0.2222	4.2309	0.3353	-0.2023	0.0807	-0.111	-0.2015	0.8027	-0.0152	0.0526	-0.0388	-0.1972	0.2827	-0.8778	0.0598	-0.2034	-0.18	-0.3591	0.2067	0.2269	-0.6836	0.7804	0.1562	0.0141	-0.3324	-0.5786	-0.1964	0.495	-0.0973	-0.0173	1.7786
BBOX1	-0.3995	-0.4147	-0.3454	-0.051	-0.1182	1.766	-0.442	-0.5292	-0.1809	-0.1191	-0.4308	2.8943	1.0154	-0.4764	-0.0487	2.1368	-0.4105	-0.1216	-0.8297	-0.0081	-0.4627	-0.4806	-0.2922	2.8741	3.1774	-0.6588	2.2357	-0.2125	-0.8613	-0.6333	-0.464	-0.1702	0.2763	1.4238	2.8847	-0.0144	2.2222	-0.6278	1.7622	0.3785	0.2725	-0.0436	0.2482	2.5977	-0.0487	-0.0784	3.9176	0.2099	4.8347	0.1806	-0.0768	-0.2922	0.0043	0.9917	-1.8667	0.212	2.3877	3.4672	2.0606	-0.2546	-0.3781	1.5145	-0.7117	4.411	4.9776	1.579	-0.8327	1.0303	1.6214	-0.291	1.1607	-0.5647	0.8605	4.6686	2.1146	2.2022	0.4153	1.1278	-0.1624
ACOX2	-1.6933	-2.7474	-2.0575	-0.4017	-1.9558	0.8753	-1.4024	-0.3096	-1.5698	-0.9263	1.7622	1.3348	0.2055	-1.4664	-0.6659	1.0425	1.1964	0.7434	0.0712	-0.0041	-0.3543	-0.3967	-0.1567	1.3663	1.433	-0.5897	1.2345	0.1994	-0.1344	-0.0458	-1.0623	-1.5196	0.3077	-0.1439	0.9015	0.7731	1.1111	-1.5743	0.8395	0.1053	0.8395	-0.6548	-2.4236	0.7249	-0.114	-2.827	1.1398	-0.2979	1.2998	-0.936	-2.7294	-0.6569	1.4266	-2.0203	-0.9263	-0.2726	1.2611	1.403	-0.7308	0.8373	-0.866	0.4765	-0.7626	1.2236	1.4207	0.7226	-0.1693	1.1476	0.3309	-0.6513	1.2801	0.2978	-0.3067	0.7934	0.4856	0.2508	-2.366	0.3337	-1.3282
HOXB6	0.2198	0.133	0.4871	0.9636	1.9044	-4.4211	0.7731	1.2012	-0.5993	-0.4192	1.1476	0.3104	-2.5984	-0.051	0.1682	-1.0401	3.0031	0.4019	0.7391	2.4759	1.3811	0.9243	1.5392	-2.1504	-1.5896	0.9611	-4.4211	-0.2747	-2.068	-0.0487	2.9197	-1.6868	2.1079	-0.2125	-0.1377	-2.9246	-0.7668	-0.0458	-5.5847	-0.1182	0.8799	-0.6643	0.7982	-2.5844	-2.4361	0.6779	-1.4242	0.9433	-1.9495	2.1368	2.2222	-0.4627	2.0548	0.6708	0.4446	-2.0203	-2.6983	-0.2489	1.8478	-1.746	0.7705	-0.0524	1.6883	-1.7134	-0.9314	-2.4792	-0.67	-0.7439	-1.9271	2.8847	-1.6092	0.9158	1.7457	-1.3722	-0.291	-0.6778	-0.0792	-1.4242	-0.5391
